Operation Name,Address,State,Milk,Fruit,Soy,Tapioca,lat,long
Flower & Vine,9100 Alisos Canyon Rd.,California,0,1,0,0,34.75100827441794,-120.18755633384899
Floyd D. Lehman,4820 W 300 S,Indiana,1,0,0,0,41.01110570034973,-86.32610659832132
Floyd Miller,5463 Gable Ave SW,Iowa,1,0,0,0,41.530776414953976,-91.7052240879483
Floyd Peterson Company Dba The Peterson Company,1102 D St. NE,Washington,0,1,1,0,47.31809505,-122.22346166532651
Floyd Yoder Farm,20991 Lanning Road,Ohio,1,0,0,0,40.54555074108635,-82.63053568153887
Flying Boat Farm,295 Heath Rd.,Maine,0,1,0,0,44.1886604,-69.5986513
Flying Rabbit Farm,174 Main St,New York,0,1,0,0,40.510629550000004,-74.24871139999999
Flying V Farm,1480 Madden Lane,California,0,1,0,0,38.74734655008548,-120.76398782807442
Flying W Farms,1869 Middle Ossian Road,Iowa,0,0,1,0,43.20773475,-91.784166
F-N-R Farms,1023 Brinson Airbase Road,Georgia,0,0,1,0,30.982530744735225,-84.66116386433379
Foggy Hill Farm LLC,143 West Hill Rd.,Maine,0,1,0,0,44.22807133103,-69.79012656259808
Foggy Meadow,10340 Daley Rd,New York,1,0,0,0,42.4511635,-78.16278496249055
Foggy Valley Organics,808 Bartville Road,Pennsylvania,0,1,0,0,39.897586452664626,-76.0515661655914
Foley Farms LLC,701 Small Road,North Carolina,0,0,1,0,34.29145918757932,-79.00020539221471
"Follmer Development, Inc.",840 Tourmaline Dr.,California,0,1,0,0,34.190739104780164,-118.93138789665606
FONA International Inc,1900 Averill Road,Illinois,1,0,0,0,41.889728,-88.265425
"FO-ND, LLC",500 North Street West,North Dakota,0,0,0,1,47.775066,-99.940739
Fonder Brothers Organic Dairy,48020 144th St.,South Dakota,1,0,1,0,45.297877848484845,-96.58825290909091
"Fong Farms, Inc.",33379 Road 20,California,0,1,0,0,39.726197,-122.252042
Fontanel Farm,1856 Flowing Spring Road,Virginia,1,0,0,0,37.53973548393215,-79.82071587725953
"Foodstate, Inc.",11 Delta Drive,New Hampshire,0,1,0,0,42.913493349999996,-71.41802400677891
Foote Path Farms,36650 Glen Oaks Rd.,California,0,1,0,0,34.1191829,-117.160174
"Foothill Dairy, LLC",801 Foothill Drive,Oregon,1,0,0,0,44.766795625182546,-117.83838828433936
Foothill Farms Of Cuyama LLC Dba SZ Ranch,1961 Foothill Rd.,California,0,1,0,0,34.4293163,-116.9590048
Foothill Organics,1203 S. Sespe St.,California,0,1,0,0,34.36811411111111,-118.94211907070708
Foothill Roots Farm,17565 Placer Hills Rd.,California,0,1,0,0,39.064155,-120.98087
Forager,82355 Market St.,California,1,0,0,0,33.72818555870842,-116.22783303713456
Forager Farm LLP,4795 52nd Ave SE,North Dakota,0,1,0,0,46.71910891836735,-99.36419416326531
Forbes Chocolate (The Benjamin P Forbes Co),800 Ken Mar Industrial Parkway,Ohio,1,0,0,0,41.31628509969277,-81.65683763074959
"Forbes Dairy, Inc.",123 John Ford Home Road,Mississippi,1,0,0,0,31.01004290664336,-89.78725105231634
Ford Farm,1488 Ford Rd,New York,1,0,0,0,42.145759999999996,-76.15720888659794
FORD FARMS,4995 N SR 75,Indiana,0,0,1,0,39.96711635047348,-86.61985998322515
"Ford Farms, Inc",12366 Silberhorn Hwy,Michigan,0,0,1,0,41.73916726783352,-83.84090751628288
Fordos Farms LLC,20410 Frost Rd,Michigan,0,0,1,0,43.4478866513026,-84.31880543887776
Ford-Ridge Farm,2709 Ridge Road,Pennsylvania,1,0,0,0,40.27991568164641,-79.90794482380386
Forest Ridge Acres,9077 Possum Hollow Road,Pennsylvania,1,0,1,0,40.027372263838295,-77.53886291706448
Forge Crossings Organics,202 Union Square Rd,Pennsylvania,1,1,0,0,39.76235532,-76.02347328
Forks Valley Dairy,0745 S 1075 W,Indiana,1,0,0,0,41.63108525269297,-85.63305483175708
Formulator Sample Shop LLC,135 Joshua Court,North Carolina,1,1,1,1,35.47490498474254,-81.18088000778918
Fort Hill Farm,8691 County Road 137,New York,1,0,0,0,42.555197,-76.851276
Fort LOG,10607 Wonderly Rd,Ohio,1,0,1,0,41.28998,-84.649939
Fortenberry Farm,88 Pea Ridge Rd,Maine,0,1,0,0,44.6761726,-67.79240648447374
Fortunate Fruit LLC / New Leaf Fruit,1044 Dominguez Canyon Rd.,Colorado,0,1,0,0,38.8098101,-108.2796718
Foster Ranch - Pinnacle Brand,400 Duncan Ave.,California,0,1,0,0,38.00973893939394,-121.30572552525253
Fountain Valley Farm,2593 TR 606,Ohio,1,0,0,0,41.060826,-81.69156
Four Angels,18761 Road 192,California,0,1,0,0,36.130665714335734,-119.14308498814339
Four Elements Organics,14566 Toleman Rd.,California,0,1,0,0,35.442715050000004,-120.7258627
Four Fold Farm LLC,484 Mettacahonts Rd,New York,0,1,0,0,41.81855122174906,-74.26315882707223
Four Gates Vineyard,503 Happy Valley Rd.,California,0,1,0,0,37.63579771578947,-121.8786002
Four Leaf Farm,206 Quarry Rd.,Maine,0,1,0,0,43.3419327,-70.6898214
Four Season Produce Inc.,400 Wabash Road,Pennsylvania,0,1,1,0,40.20806370396007,-76.15172430088383
Four Seasons,400 Wabash Rd.,Pennsylvania,0,0,1,0,40.20806370396007,-76.15172430088383
Four Seasons Farms,1660 California Ave.,California,0,1,0,0,36.61400587813022,-121.84728397328882
Four Sisters Organic Farm,719 East State Street,Illinois,0,1,0,0,41.98541971773424,-88.6702886956562
"Four Star Fruit, Inc.",2800 Road 136,California,0,1,0,0,35.833969,-119.268078
Four Winds Farm,158 Marabac Rd,New York,0,1,0,0,41.665181,-74.152263
Fourth Wave Farm,4980 Wagon Trail,Montana,0,1,0,0,46.56333552721546,-114.0454899523151
"Foust, Brian",3863 Ramseur Julian Rd,North Carolina,0,0,1,0,35.83247144770791,-79.64578574220172
"Fox & Wolfe Farm, LLC.",861 Oak Grove Road,Pennsylvania,0,1,1,0,40.674766677078956,-80.4048798170171
"Fox Creek Organics, Inc",303 County Road 2150 East,Illinois,0,0,1,0,40.596857,-88.855484
Fox Hollow Farm,163 Schoolhouse Rd,Pennsylvania,0,1,0,0,41.90609699099219,-76.52490436494928
Fox Hollow Jerseys,703 Brotherton Road,Pennsylvania,1,0,0,0,39.995503270144944,-78.92679105831884
Fox Moon Farm At Indian Ridge,1098 Indian River Rd.,Maine,0,1,0,0,44.590121375700775,-67.6604997184343
France Ranch,2042 Newcomb St.,California,0,1,0,0,34.1489454,-117.2388293
Francisca Nino,3947 North Modoc Avenue,California,0,1,0,0,36.79225663335098,-120.08756225396495
"Frank Donio, Inc.",692 N. Egg Harbor Road,New Jersey,0,1,0,0,39.655453,-74.8356926066746
Frank Jr. Farms,610 Santa Ana Road,California,0,1,0,0,34.1497937,-117.0547161
Frank L. Reed,576 West High Street,Pennsylvania,1,0,1,0,40.202544045454545,-77.20100506060606
"Frankferd Farms Food, Inc.",717 Saxonburg Blvd.,Pennsylvania,0,1,1,0,40.71986674774182,-79.85248056459962
Frankferd Farms/Milling,166 Love Road,Pennsylvania,0,0,1,0,40.69717835650888,-79.88511987084645
Franklin Sustainable Farms,17710 Path Valley Rd,Pennsylvania,0,1,0,0,40.2474543,-77.7020967
"Franks Distributing, Inc.",2655 Melksee ST,California,0,1,0,0,32.5516427,-116.95668004043287
"Frannie Farms, Inc.",32747 Luiseno Circle,California,0,1,0,0,33.30614,-116.985442
Frantoio Grove,11811 Monterey Rd.,California,0,1,0,0,34.911345,-120.42785
Frantzen Farm,1155 Jasper Ave,Iowa,0,0,1,0,43.195392630778656,-92.35726468234247
"Fraser's Garlic Farm, LLC",1379 Johnson Rd,New York,0,1,0,0,43.35441,-76.54117400000001
Frasier Farm,217 Upper Deck Rd,New York,1,0,0,0,42.942563,-74.86100291010811
Fred M. Yoder,20525 County Highway MM,Wisconsin,1,0,0,0,43.871488424564475,-90.50382068488703
Fred Strehmel,W1249 County K,Wisconsin,0,0,1,0,42.96071375,-87.9063166201802
Fred Stutzman,1714 120th Street,Iowa,0,0,1,0,41.91767083241135,-91.02795258897315
Fred Tuttle And Gwen Egan,2847 State Route 11,New York,1,0,0,0,43.626557,-70.895522
Freddie Jay Yoder,43716 Wheatville Rd,Wisconsin,0,0,1,0,43.2711273,-90.7452478
Frederick D. Inglis,5038 Somerset Lane,North Carolina,0,1,0,0,36.06839684348314,-76.44545943132624
Fredor Farms LLC,13377 CR 36,Indiana,1,0,0,0,41.56690856978246,-85.72058145965342
"Free Bird Farm, LLC",497 McKinley Rd,New York,0,1,0,0,42.91402559041255,-74.52250646628785
Free Life Farms,7021 64th St South,Wisconsin,0,1,0,0,44.32793557702977,-89.74483988658577
Free Spirit Farms,5265 Putah Creek Road,California,0,1,0,0,38.52312878275607,-121.9146571066909
Freedom Acres Farm,1233 Scalpy Hollow Road,Pennsylvania,0,1,0,0,39.83753682773259,-76.23973212984886
Freedom Rains Farm,889 County Route 28,New York,0,1,0,0,43.5067425,-76.11812195588234
Freedom Spring Acres,24768 County Road 367,Ohio,1,0,0,0,40.32214692131786,-82.17933195258321
Freeline Organic Food USA LLC,46 Colony Road,Connecticut,0,0,1,0,41.323624,-72.946169
Freeman Farms,4639 N Westlawn Ave.,California,0,1,0,0,36.80436136893856,-119.95226686756146
Freeman Fry,11700 N.400 W.,Indiana,0,0,1,0,40.272934997578844,-85.74711656490227
Freeman J. Helmuth Farm,1616 120th Street,Iowa,0,0,1,0,41.47505406420181,-94.58285152877124
Freeman M Miller,2235 560th St SW,Iowa,0,0,1,0,41.52568545299317,-91.70810933717016
Freeman Mast & Martha Mast,311 County Road B,Wisconsin,0,0,1,0,42.964346619136165,-89.0398676188826
Freeman Wengerd,4618 Donley Road,Ohio,1,0,0,0,41.4759845317492,-80.95623074408728
French Camp Vineyards,3555 Camatta Creek,California,0,1,0,0,35.43537245148389,-120.28613991681526
FRENCH FARMS,328 Foy-Eldred Rd.,New York,0,0,1,0,44.965942999999996,-74.55279513541666
Fresalva Berry LLC,20770 Buena Vista Road,California,0,1,0,0,36.59916299811013,-121.60380686369074
Fresh Air Farms LLC,3940 W Kistler Rd,Michigan,0,0,1,0,43.8841862268047,-86.3768796594549
Fresh Foods Of Washington LLC Dba Kettle Cuisine,1200 Merrill Creek Parkway,Washington,0,0,0,1,47.9436769,-122.2471796
"Fresh House Cold Storage, LLC",10201 S. Keystone Dr.,Texas,0,1,0,0,31.901051,-106.426252
Fresh Meadow Farm,407 Ingrassia Rd,New York,0,1,0,0,41.4774821,-74.42628828551896
Fresh Roasted Coffee LLC,200 N. River Ave,Pennsylvania,0,1,0,0,40.865468,-76.794097
Fresh Roots Farm LLC,41041 Mountain View Road,Montana,0,1,0,0,47.63253444897959,-114.04923797959184
Fresh Run Farm,615 Horseshoe Hill Road,California,0,1,0,0,37.93554186407457,-122.70261114490626
"Fresh Starts Farm, LLC",1753 - 200th Ave,Minnesota,0,0,1,0,45.734722,-94.522872
"Fresh United Growers, Inc.",3605 W. Pendleton Ave.,California,0,1,0,0,33.71610114141414,-117.91719604040404
Fresh Valley Foods Corp.,447 West Lowell Ave.,Massachusetts,0,1,0,0,42.77713185,-71.12130631343393
"Fresh Valley Organic, Inc.",2675 Pacheco Pass Hwy,California,0,1,0,0,37.0086572,-121.5178281
Fresh Value Farms,400 Breen Road,California,0,1,0,0,36.843625,-121.524821
Fresh-Ayr Dairy,1315 80th St. SE,Minnesota,1,0,0,0,43.90612985095441,-92.44175389519327
"Freshies Of New Mexico, LLC",861-C County Rd. 57,New Mexico,0,1,0,0,35.610786,-108.73206
Freshline Produce,200 Corporate Drive,New Jersey,0,1,0,0,41.08076436299019,-74.16002122214815
FRESHPOINT DALLAS INC.,4721 SIMONTON ROAD,Texas,0,1,0,0,32.93083396783161,-96.82852814746705
"Freshpoint Denver, Inc.",5151 Bannock St,Colorado,0,1,0,0,39.7899365,-104.9918019
Freshpoint San Francisco,30340 Whipple Rd.,California,1,1,0,0,37.6067697,-122.066631
Freshpro / RLB Food Distributors,2 Dedrick Place,New Jersey,0,1,0,0,40.857407,-74.292868
"Frey Vineyards Ltd. Dba Frey, Pacific Redwood",14000 Tomki Rd,California,0,1,0,0,39.33951715383854,-123.22726294047932
"Frieda's, Inc.",4465 Corporate Center Dr.,California,0,1,0,0,32.5714804,-117.0053708
"Friederichs Seed, Inc.",3159 State Highway 210,Minnesota,0,0,1,0,46.29348,-96.159483
FRIEDMAN FARM,22264 E 1225 N Rd.,Illinois,0,0,1,0,40.806095040239555,-88.50201035832
"Friedrichsen Enterprises, Inc.",475 320th Street,Iowa,0,1,1,0,41.627380775510204,-91.28370877551019
Friedsam Farm,9460 West SR 120,Indiana,1,0,0,0,41.72636908900645,-85.61263615170681
Frinklepod Farm,244 Log Cabin Rd.,Maine,0,1,0,0,43.4116334,-70.4963752
Frith Farm,61 Ash Swamp Road,Maine,0,1,0,0,43.5774201,-70.4257499
Frog Hollow Farms,11435 Brentwood Blvd.,California,0,1,0,0,37.939714,-121.6962264
Frog Valley Tropical Fruit Farm,6380 12th St.,Florida,0,1,0,0,30.3502587,-81.7621853
Frog's Leap Winery,8815 Conn Creek Rd,California,0,1,0,0,38.477134518292424,-122.40144179409823
"From The Fields', LLC",1945 East Francisco Blvd.,California,0,1,0,0,37.6260984,-122.4888571
"Front Porch Farm, LLC",2550 Rio Lindo Avenue,California,0,1,0,0,38.62143740101405,-122.82611994460797
Frontier Farms LLC,2073 S M-65,Michigan,0,1,0,0,44.59535688557767,-83.74712186471984
Frontier Natural Products Coop,3021 78th St.,Iowa,1,1,1,1,41.622162276595745,-93.726078
Frontier Natural Products Coop,2870 Stoner Court,Iowa,1,1,1,1,41.7500498,-91.6458338
"Frozen Food Development, Inc",156 West Harrisburg Ave,Pennsylvania,0,1,0,0,40.13121885765122,-76.57489919284032
"Fruit Fillings, Inc.",2531 E. Edgar Ave.,California,0,1,0,0,36.69666693248303,-119.77703561870867
"Fruit World Company, Inc. Dba Fruit World Marketing",10425 S. Kings River Rd.,California,0,1,0,0,36.5833118579765,-119.46669290233463
Fruita Del Sol,3565 S. McCall Ave.,California,0,1,0,0,36.68370868557082,-119.61046129936939
Fruited Plain Seeds,6595 W 300 N,Indiana,0,1,0,0,40.20791209547961,-85.10376483528044
Fruitful Meadows,356 Middle Rd,Maine,0,1,0,0,44.6818013,-69.6786345
Fruitguys,490 Eccles Ave.,California,0,1,0,0,37.657690171468374,-122.39463792756158
Fruitilicious Farm/Tierra Madre,47 Linden Road,California,0,1,0,0,36.966511737529835,-121.7900725190332
"Fruition Seeds, LLC",7921 Hickory Bottom Rd,New York,1,1,0,0,42.6395282945509,-77.45240791952362
"Fruitripe Ripening Services, LLC",341 Main St.,California,0,1,0,0,36.96551856659503,-122.02324741372814
Frutarom USA Inc.,790 East Harrison Street,California,0,1,1,0,33.883287950931454,-117.55551816444596
"Fuji Vegetable Oil, Inc.",120 Brampton Rd.,Georgia,0,0,1,0,32.1065906,-81.1496584
Full Belly Farm,16090 CR 43,California,0,1,0,0,32.9751412,-117.0462537
Full Circle Farm,# 78 S Stanley Hill Rd,Maine,0,1,0,0,44.02320103411792,-70.8903318727516
"Full Circle Organics, LLC.",17147 Highway EE,Missouri,0,0,1,0,38.4168274,-91.1163232
"Full Harvest Farm, LLC",7112 County Rd S,Wisconsin,0,1,0,0,45.63166478758801,-88.9504804397168
"Full Harvest Technologies, Inc., A Delaware Corporation",345 California Street,California,0,1,0,0,37.7925906,-122.40046426253735
Full Moon Farm,2000 Smith Lane,California,0,1,0,0,37.937747,-122.033175
Full Moon Farm,5465 Arbor Rd,New York,0,1,0,0,43.19906,-77.25218749999999
Full Sun Organics,3108 Edgar Avenue,California,0,1,0,0,39.69532144221105,-121.876694959799
Fuller Farms,1759 70th Ave.,Minnesota,0,0,1,0,43.74268271057148,-94.7345325937779
"Fulton Center For Sustainable Living, Fulton Farm",1015 Wenger Lane,Pennsylvania,0,1,0,0,39.9612569,-77.6650159
"Fuyu Farms, LLC",32752 Luiseno Circle Dr.,California,0,1,0,0,33.307256,-116.985584
G & A Bixler Farm LLC,1544 East Mountain Road,Pennsylvania,0,0,1,0,41.39026847473975,-75.64194832031319
G & G Farms,9238 Richmond Rd,Michigan,0,0,1,0,43.00192602040816,-85.25751151020408
G Bar G Ranch,4130 Loasa Rd.,California,0,1,0,0,38.993832,-122.842895
G It's Fresh,2059 County Road W14,Iowa,0,0,1,0,43.23907719491639,-91.95854223880195
"G. Mussi Farms, Inc.",4771 Roberts Rd.,California,0,1,0,0,32.99890395856867,-115.59579181903705
Gabriel Farm,3175 Sullivan Rd.,California,0,1,0,0,34.127894,-116.190103
Galen Nissley,4170 S 1125 W,Indiana,0,0,1,0,41.57602655459934,-85.64123404858123
Galen Stetzel,6102 E 1000 N,Indiana,0,0,1,0,40.88826874247788,-85.10685450814177
Gales Meadow Farm,8740 Gales Creek Rd.,Oregon,0,1,0,0,45.5301027,-123.1372053
Gallatin Valley Botanical,250 Chester Lane,Montana,0,1,0,0,48.510308,-110.967315
"Galleano Enterprises, Inc.",4231 Wineville Rd.,California,0,1,0,0,34.009705749999995,-117.5455771384001
Gallica Wines LLC Dba Vallejo Street Vineyards (VSV),2300 Vallejo Street,California,0,1,0,0,37.79538315,-122.43532310368096
Galt/Weaver Avocado Grove,40911 Via Ranchitos,California,0,1,0,0,33.41613,-117.22415
"Gamble Farm Organics, LLC",14590 Golf Course Rd.,Florida,0,1,0,0,27.55673441780331,-82.39957318972405
Gamby Dairy,17717 St Rt 31,Ohio,0,0,1,0,40.0530285,-82.9148926
Gandy's Dairies,201 University Avenue,Texas,1,0,0,0,29.326906,-96.092144
Ganesha Enterprises LLC Dba KLG Spice,5200 Sigstrom Dr.,Nevada,0,1,0,0,39.205549968394905,-119.73536547928215
Garden Grove Organic Produce Co.,11708 Homestead Ln.,California,0,1,0,0,40.626787232592,-122.24947725689422
"Garden Of Eve, LLC",4558 Sound Ave,New York,0,1,0,0,40.96734674799005,-72.65439028952902
Garden Spot,7643 N. Moscow Rd.,Pennsylvania,1,0,0,0,40.003634,-75.947998
Garden Spot Foods LLC,191 Commerce Drive,Pennsylvania,1,1,1,0,40.025413755102036,-75.62910212244897
Gardens By Grace LLC,33 South Main Street,Pennsylvania,1,1,0,0,40.30944705,-75.129889365662
Garlinger Farms,8450 Thornapple Lake Rd,Michigan,0,0,1,0,42.624950208629244,-85.12321013484208
"Garon Foods, Inc.",900 Camarato Dr.,Illinois,0,1,0,0,37.811044,-89.051872
Garry And Susan Shaw/Hickory Hill Farm,1506 Lexington Carlton Road,Georgia,0,1,0,0,33.9816610413921,-83.02946398940428
"Garry Packing, Inc.",11272 E. Central Ave.,California,0,1,0,0,36.67775566345866,-119.58752885486808
Gary Anderson,110 N. Lincoln St.,Illinois,0,0,1,0,41.52150242614342,-88.0771186215315
Gary Fruit Farm,6721 Deansville Rd,Wisconsin,1,0,0,0,43.21857670545742,-89.0880872530927
Gary L. & Donna Wik,13411 State Highway 25,South Dakota,0,0,1,0,45.42873576685397,-97.5098729906566
Gary L. And Yolonda R. Horst,5179 Cetronia Road,Pennsylvania,0,1,0,0,40.57653540563994,-75.5637493570832
Gary Mast Farm,8821 Valley Hwy,Michigan,0,0,1,0,42.58167782247298,-84.99300038652251
Gary Minde,7523 Tater Rd,New York,0,0,1,0,43.13308378721304,-76.45214109871101
Gary Murphy Excavating LLC (GME),1646 Rover Road,Kentucky,0,0,1,0,38.15140325,-84.50892938302837
Gary Stiller,43195 165th Avenue,Minnesota,1,0,0,0,45.749047222984345,-94.45031005928165
Gary Wedig,30102 College Farm Rd,Wisconsin,0,0,1,0,42.71124833333333,-90.408063
Gary Witt,1621 460th St.,Iowa,0,0,1,0,42.982351,-95.1730845631083
Gasto Farms,15245 W North,California,0,1,0,0,37.7852231,-122.400493
Gateway Food Products Company,1728 North Main St.,Illinois,0,0,1,0,38.82165395135806,-89.9671082968829
Gauchito Hill Farm,17405 County Road 63,California,0,1,0,0,34.631298,-117.2023706
"Gauger, Keil",NE/4 110 Blk G,Texas,0,1,0,0,33.192292,-94.893907
Gayle Houk,1871 Orange Ave,Iowa,0,0,1,0,42.913893176054444,-93.21182285273207
Gean Farm Inc. Dba Harry's Berries,5777 East Vineyard Avenue,California,0,1,0,0,34.2300744,-119.1745148
GEARHART FARMS,8017 N WARE ROAD,Texas,0,1,0,0,26.279255752165454,-98.24943266850163
Gebhart Nursery,6742 Co Rd 13,California,0,1,0,0,38.7935373,-121.8122177
Geiger Grain,2020 Raccoon Road,Kansas,0,0,1,0,40.00006928166456,-95.41548745902045
"GEM Freshco, LLC",3586 Oleander Avenue,Florida,0,1,0,0,26.663112,-81.830511
"Gemsa Enterprises, LLC",14370 Gannet St.,California,0,0,1,0,33.89423833916885,-118.02615054701093
Generation Facilities LLC Dba Generation Farms,3309 E. 1st St.,Georgia,0,0,1,0,34.2561549,-85.1650356
Genesis Farm LLC,32745 Road 769,Nebraska,0,0,1,0,40.974974,-100.071895
"George Bianchi, Inc.",3151 Pepper Rd.,California,1,0,0,0,38.26189903297331,-122.77218016612996
"George Chiala Farms, Incorporated",1565 Maple Avenue,California,0,1,0,0,34.03215191836735,-118.25928734693878
George Hall Farm,180 Old Farms Road,Connecticut,0,1,0,0,41.64899603504123,-72.53552135995044
George Naylor,288 M Avenue,Iowa,0,0,1,0,42.02365169387755,-93.45754518367347
George And Jan Cauffman,243 Roth Road,Pennsylvania,0,0,1,0,40.600450387763715,-75.79304592222327
George/Diaz Rancho Alitos,51 Pioneer Rd,California,0,1,0,0,34.5127953,-117.1792899
"Georgia Fresh, LLC",7290 Golden Isles West,Georgia,0,1,0,0,31.8092359,-82.4361762
Gerard V. Spinner,79 Woolen Mill Rd,New York,1,0,0,0,44.986546567964915,-74.4830464724779
Geremy Cox,97 Swiss Hill Road,New York,1,0,0,0,44.24745849999999,-75.4999173314394
"Gertrude Hawk Ingredients, a Division of Barry Callebaut USA LLC",15 Bert Collins Drive,Pennsylvania,1,0,0,0,41.4389807,-75.607874
Get Fresh Sales,6745 S. Escondido St.,Nevada,0,1,0,0,36.0929272,-115.1346077
"GFP Global, Inc. DBA Genesis Feed Products",1400 O Street,Idaho,0,0,1,0,42.5583989,-113.763857
GH DAIRY EL PASO,9747 PAN AMERICAN DR,Texas,1,0,0,0,31.667110776002435,-106.31790658129235
"GH Foods CA, LLC (Renaissance Food Group)",8425 Carbide Court,California,0,1,0,0,38.475257851082745,-121.39342608306339
Ghidinelli Dairy,992 Pleasant Point Rd.,California,1,0,0,0,40.5886,-124.188009
"Gianforte Farm, LLC",5882 East Lake Rd,New York,0,0,1,0,42.739647000000005,-76.920377
Gibbons Farms Organics,3904 N Kings Hwy,Florida,0,1,0,0,27.50483839589927,-80.3984135116566
Gibbs Farm,31900 Success Valley Dr.,California,0,1,0,0,36.079186,-118.879389
Giberti Vineyards,13230 Dupont Rd.,California,0,1,0,0,38.421330069453724,-122.92321223310299
Gibson Berry Farm,375 Kelley Gap Rd.,Tennessee,0,1,0,0,36.05998584203633,-82.79769443744102
"Gibson Farms, Inc.",1190 Buena Vista Rd.,California,0,1,0,0,38.238101296675886,-120.88740512131899
Gibson Vineyards Dba Gibson Ranch,14101 Mountain House Rd.,California,0,1,0,0,38.95999981565207,-123.1147976452127
Gideon & Sarann Lapp Farm,5127 Fountain City Pike,Indiana,1,0,0,0,39.954262903614456,-84.97408784337348
Gideon Blank,105 Windy Top Rd.,Pennsylvania,1,0,0,0,39.896222,-76.007463
Gideon D. Byler,305 East Mahoney Road,New York,1,0,0,0,44.92707158954186,-74.65884536078018
Gideon D. Mast,269-B Brower Road,New York,1,1,1,0,43.09371343445523,-74.25826167963403
Gideon Hostetler,26262 Merrimac Rd,Wisconsin,1,0,0,0,43.79166038986517,-90.64271590157387
Gideon M. Byler,2575 County Route 37,New York,1,0,0,0,42.185282786973254,-74.49625638726893
Gideon Miller Farm,3440 Layton Street Rd.,New York,1,0,0,0,43.13676614897834,-77.03208496612866
Gideon S Lee,1675 Stone Arabia Rd,New York,1,0,1,0,42.96405592010307,-74.47845744599393
Gideon S. Beiler,1156-A Lancaster Pike,Pennsylvania,1,1,0,0,40.3276737,-75.954568
Gideon S. Kauffman,33 South Ridge Lane,Pennsylvania,1,0,0,0,41.080595107175206,-77.39726248426558
Gideon Stoltzfus,3649 West County Road 1050 S,Indiana,1,0,0,0,40.61373134340065,-86.13432184297481
Gier Dairy,16570 Medina Road,Michigan,1,0,1,0,41.81173357601408,-84.35032586212559
Gilbert Farms,23133 5th Ave,California,0,1,0,0,33.9927938,-118.3225396
"Gilbert Orchards, Inc.",10804 Gilbert Road,Washington,0,1,0,0,46.55153565171692,-120.65254243713531
"Gill Operations, LLC",12911 S Fruit Ave.,California,0,1,0,0,36.548544900806874,-119.817962
"Gill Ranch Company, LLC",48405 Lonoak Road,California,0,1,0,0,36.277784,-120.943693
Gill Ranches,11842 S Peach Ave,California,0,1,0,0,36.5641109408305,-119.71844133823961
Gillco Ingredients,1701 La Costa Meadows Drive,California,1,0,0,1,33.105015811110874,-117.22219405018275
Gillermo Nino,13764 West Clinton Avenue,California,0,1,0,0,36.77145148008791,-120.03793338172137
Gillie Brook Farm,6147 Gillie Brook Rd,New York,0,1,0,0,43.077286,-76.351826
Gillig Orchard,301 Hawk Ridge Ln.,California,0,1,0,0,37.916752,-120.647451
"Gillio Family Farms, Inc.",10825 Santa Rosa Rd,California,0,1,0,0,34.4132153,-117.2298203
Gingerich Family Farm,15023 Gingerich Rd,Ohio,1,0,0,0,41.45802723348824,-81.13059046704163
Gingerich Farm,28390 Panther Rd,Missouri,0,0,1,0,40.317635827973334,-94.62901926885489
Gingerich Farms,24403 County Rd 200,Ohio,0,0,1,0,40.573823738282734,-83.43507358484244
Gingerich Farms,2262 23rd Avenue,Wisconsin,0,0,1,0,42.61714626524776,-87.83713440112298
Gingue Farm,Us Rte 3 #631,New Hampshire,1,0,0,0,44.763142,-71.606717
Giorgio Foods,1161 Park Road,Pennsylvania,0,1,0,0,40.1160412,-74.9836392
Giorgio Fresh Company,347 June Avenue,Pennsylvania,0,1,0,0,40.44405386249405,-75.89840004960169
Girard Farm,1643 Alfred Rd (Rt.111),Maine,0,1,0,0,43.4797327,-70.6192514
Giumarra Bros. Fruit Company,1601 E. Olympic Blvd.,California,0,1,0,0,34.0258806,-118.2315791
Giumarra Of Nogales,837 E. Frontage Rd.,Arizona,0,1,0,0,31.438224,-110.965593
"Giusto's Specialty Foods, LLC",344 Littlefield Ave.,California,0,0,0,1,37.64821312244898,-122.39433789795918
Givaudan Flavors Corporation,245 Merry Lane,New Jersey,0,1,0,0,40.81804736867359,-74.34465718028748
Given Hollow Farm,243 Given Rd.,Pennsylvania,1,0,0,0,40.11327867993785,-75.88680274302519
"Glacial Ridge Growers, Inc",23800 235th St,Minnesota,0,1,0,0,44.217776,-93.873398
"Glacier Tilth Farm, LLC",11418 MT Highway 200,Montana,0,1,0,0,47.425066,-105.564923
Glanbia Nutritionals Inc (Blackfoot),295 S. Ash Street,Idaho,1,0,0,0,43.490514,-112.035889
Glen Annie Organics/Glen Annie Canyon Ranch,747 Glen Annie Road,California,0,1,0,0,34.450563,-119.882182
Glen Cove Farms,1178 NY Rte 79,New York,1,0,0,0,40.741235950000004,-73.35669116536101
Glen E. Miller,4878 Hazelwood Ave,Iowa,0,0,1,0,41.566318,-90.61657
Glen Miller,8240 Houghton Ln.,Wisconsin,0,0,1,0,42.8065296,-90.8515565
Glen Valley Farm,232 Logtown Rd.,New York,1,0,0,0,41.340760080278145,-74.5999266771136
Glen W. Miller/Glen Miller Farm,0385 W. 100 S.,Indiana,1,0,0,0,39.91690519736726,-85.39276795420825
